Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kbase.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kbase.sys

    00000000 characteristics
    C70CD32F time date stamp
        0.00 version
           1 ordinal base
        2493 number of functions
        2493 number of names

    ordinal hint RVA      name

       1194  4A1 00155490 IsMouseButtonDown
       1195  4A2 001554D0 IsMouseInterceptEnabled
       1196  4A3 0009E160 IsPrivileged
       1197  4A4 000268C0 IsProcessDwm
       1198  4A5 00080A70 IsRestricted
       1199  4A6 000E9C30 IsSessionSwitchBlocked
       1200  4A7 0005BD70 IsSpatialDelegationEnabledForThread
       1201  4A8 000A3670 IsValidMouseSensitivity
       1202  4A9 0006D1B0 IsWin32KSyscallFiltered
       1203  4AA 0003C5B0 IsWindowDesktopComposed
       1204  4AB 00202030 KbdTablesFallback
       1205  4AC 001985F0 KeyMapping
       1206  4AD 001D53B0 LastNlsTableBuffer
       1207  4AE 00025EB0 LeaveCrit
       1208  4AF 0008AFB0 LeaveHandleFlagsCrit
       1209  4B0 000EADB0 LeavePowerCrit
       1210  4B1 000A3780 LeaveRenderBlock
       1211  4B2 000A37E0 LeaveRenderCrit
       1212  4B3 0002E140 LockObjectAssignment
       1213  4B4 00034FF0 LogicalCursorPosFromDpiAwarenessContext
       1214  4B5 0006B180 LogicalToPhysicalDPIPoint
       1215  4B6 00034DB0 LogicalToPhysicalDPIRect
       1216  4B7 000358E0 LookupDC
       1217  4B8 0004EA70 MakeSystemRelativePath
       1218  4B9 000958D0 MilliSecsToQpcCount
       1219  4BA 000630E0 MouseAccelerationEnabled
       1220  4BB 00155510 MouseButtonAction
       1221  4BC 00155560 MouseMove
       1222  4BD 000380E0 MultiUserGreTrackAddEngResource
       1223  4BE 00037FC0 MultiUserGreTrackRemoveEngResource
       1224  4BF 0009EDA0 NlsKbdInitializePerSystem
       1225  4C0 00097090 NlsKbdSendIMENotificationBase
       1226  4C1 00095810 NotifySetPointerGraphicDevice
       1227  4C2          NtBindCompositionSurface (forwarded to DXGKRNL.NtBindCompositionSurface)
       1228  4C3 00098D90 NtCloseCompositionInputSink
       1229  4C4 00187490 NtCompositionInputThread
       1230  4C5 00079500 NtCompositionSetDropTarget
       1231  4C6 000F3640 NtConfigureInputSpace
       1232  4C7 000890F0 NtCreateCompositionInputSink
       1233  4C8          NtCreateCompositionSurfaceHandle (forwarded to DXGKRNL.NtCreateCompositionSurfaceHandle)
       1234  4C9 00089110 NtCreateImplicitCompositionInputSink
       1235  4CA 00001CE0 NtDCompositionAddCrossDeviceVisualChild
       1236  4CB 0003BB40 NtDCompositionBeginFrame
       1237  4CC 00009830 NtDCompositionCommitChannel
       1238  4CD 0016A010 NtDCompositionCommitSynchronizationObject
       1239  4CE 0003CCB0 NtDCompositionConfirmFrame
       1240  4CF 0016A130 NtDCompositionConnectPipe
       1241  4D0 0008C8A0 NtDCompositionCreateAndBindSharedSection
       1242  4D1 00038480 NtDCompositionCreateChannel
       1243  4D2 00058B00 NtDCompositionCreateConnection
       1244  4D3 0009CD20 NtDCompositionCreateDwmChannel
       1245  4D4 0016A140 NtDCompositionCreateSharedVisualHandle
       1246  4D5 0016A200 NtDCompositionCreateSynchronizationObject
       1247  4D6 00059100 NtDCompositionDestroyChannel
       1248  4D7 0016A310 NtDCompositionDestroyConnection
       1249  4D8 0006DA40 NtDCompositionDiscardFrame
       1250  4D9 0016A330 NtDCompositionDuplicateHandleToProcess
       1251  4DA 0016A690 NtDCompositionDuplicateSwapchainHandleToDwm
       1252  4DB 0016A820 NtDCompositionEnableMMCSS
       1253  4DC 0006CF50 NtDCompositionGetBatchId
       1254  4DD 0016A130 NtDCompositionGetChannels
       1255  4DE 0006C190 NtDCompositionGetConnectionBatch
       1256  4DF 0008B6D0 NtDCompositionGetDeletedResources
       1257  4E0 00036C00 NtDCompositionGetFrameLegacyTokens
       1258  4E1 000367F0 NtDCompositionGetFrameStatistics
       1259  4E2 000369F0 NtDCompositionGetFrameSurfaceUpdates
       1260  4E3 0016B0A0 NtDCompositionGetMaterialProperty
       1261  4E4 0000C980 NtDCompositionProcessChannelBatchBuffer
       1262  4E5 00089760 NtDCompositionReferenceSharedResourceOnDwmChannel
       1263  4E6 00002DE0 NtDCompositionRegisterThumbnailVisual
       1264  4E7 0016A900 NtDCompositionRegisterVirtualDesktopVisual
       1265  4E8 0003A0A0 NtDCompositionReleaseAllResources
       1266  4E9 00001B90 NtDCompositionRemoveCrossDeviceVisualChild
       1267  4EA 0006D870 NtDCompositionRetireFrame
       1268  4EB 0003C6B0 NtDCompositionSetChannelCommitCompletionEvent
       1269  4EC 0008F620 NtDCompositionSetChannelConnectionId
       1270  4ED 0016AA10 NtDCompositionSetChildRootVisual
       1271  4EE 0009A340 NtDCompositionSetDebugCounter
       1272  4EF 00098E40 NtDCompositionSetMaterialProperty
       1273  4F0 0000A0B0 NtDCompositionSubmitDWMBatch
       1274  4F1 0016AAE0 NtDCompositionSuspendAnimations
       1275  4F2 0016AB60 NtDCompositionSyncWait
       1276  4F3 00009670 NtDCompositionSynchronize
       1277  4F4 0008C340 NtDCompositionTelemetryAnimationScenarioBegin
       1278  4F5 0008D8B0 NtDCompositionTelemetryAnimationScenarioReference
       1279  4F6 0008E4A0 NtDCompositionTelemetryAnimationScenarioUnreference
       1280  4F7 0008D100 NtDCompositionTelemetrySetApplicationId
       1281  4F8 00003D80 NtDCompositionTelemetryTouchInteractionBegin
       1282  4F9 000041D0 NtDCompositionTelemetryTouchInteractionEnd
       1283  4FA 00002B10 NtDCompositionTelemetryTouchInteractionUpdate
       1284  4FB 0016ACD0 NtDCompositionUpdatePointerCapture
       1285  4FC 00090220 NtDCompositionWaitForChannel
       1286  4FD 0016AD30 NtDesktopCaptureBits
       1287  4FE 00001810 NtDuplicateCompositionInputSink
       1288  4FF          NtDxgkCreateTrackedWorkload (forwarded to DXGKRNL.NtDxgkCreateTrackedWorkload)
       1289  500          NtDxgkDestroyTrackedWorkload (forwarded to DXGKRNL.NtDxgkDestroyTrackedWorkload)
       1290  501          NtDxgkEndTrackedWorkload (forwarded to DXGKRNL.NtDxgkEndTrackedWorkload)
       1291  502          NtDxgkGetAvailableTrackedWorkloadIndex (forwarded to DXGKRNL.NtDxgkGetAvailableTrackedWorkloadIndex)
       1292  503          NtDxgkGetProcessList (forwarded to DXGKRNL.NtDxgkGetProcessList)
       1293  504          NtDxgkGetTrackedWorkloadStatistics (forwarded to DXGKRNL.NtDxgkGetTrackedWorkloadStatistics)
       1294  505          NtDxgkRegisterVailProcess (forwarded to DXGKRNL.NtDxgkRegisterVailProcess)
       1295  506          NtDxgkResetTrackedWorkload (forwarded to DXGKRNL.NtDxgkResetTrackedWorkload)
       1296  507          NtDxgkSubmitPresentBltToHwQueue (forwarded to DXGKRNL.DxgkSubmitPresentBltToHwQueue)
       1297  508          NtDxgkSubmitPresentToHwQueue (forwarded to DXGKRNL.DxgkSubmitPresentToHwQueue)
       1298  509          NtDxgkUpdateTrackedWorkload (forwarded to DXGKRNL.NtDxgkUpdateTrackedWorkload)
       1299  50A          NtDxgkVailConnect (forwarded to DXGKRNL.NtDxgkVailConnect)
       1300  50B          NtDxgkVailDisconnect (forwarded to DXGKRNL.NtDxgkVailDisconnect)
       1301  50C          NtDxgkVailPromoteCompositionSurface (forwarded to DXGKRNL.NtDxgkVailPromoteCompositionSurface)
       1302  50D 000F3950 NtEnableOneCoreTransformMode
       1303  50E          NtFlipObjectAddContent (forwarded to DXGKRNL.NtFlipObjectAddContent)
       1304  50F          NtFlipObjectAddPoolBuffer (forwarded to DXGKRNL.NtFlipObjectAddPoolBuffer)
       1305  510          NtFlipObjectConsumerAcquirePresent (forwarded to DXGKRNL.NtFlipObjectConsumerAcquirePresent)
       1306  511          NtFlipObjectConsumerAdjustUsageReference (forwarded to DXGKRNL.NtFlipObjectConsumerAdjustUsageReference)
       1307  512          NtFlipObjectConsumerBeginProcessPresent (forwarded to DXGKRNL.NtFlipObjectConsumerBeginProcessPresent)
       1308  513          NtFlipObjectConsumerEndProcessPresent (forwarded to DXGKRNL.NtFlipObjectConsumerEndProcessPresent)
       1309  514          NtFlipObjectConsumerPostMessage (forwarded to DXGKRNL.NtFlipObjectConsumerPostMessage)
       1310  515          NtFlipObjectConsumerQueryBufferInfo (forwarded to DXGKRNL.NtFlipObjectConsumerQueryBufferInfo)
       1311  516          NtFlipObjectCreate (forwarded to DXGKRNL.NtFlipObjectCreate)
       1312  517          NtFlipObjectDisconnectEndpoint (forwarded to DXGKRNL.NtFlipObjectDisconnectEndpoint)
       1313  518          NtFlipObjectOpen (forwarded to DXGKRNL.NtFlipObjectOpen)
       1314  519          NtFlipObjectPresentCancel (forwarded to DXGKRNL.NtFlipObjectPresentCancel)
       1315  51A          NtFlipObjectQueryBufferAvailableEvent (forwarded to DXGKRNL.NtFlipObjectQueryBufferAvailableEvent)
       1316  51B          NtFlipObjectQueryEndpointConnected (forwarded to DXGKRNL.NtFlipObjectQueryEndpointConnected)
       1317  51C          NtFlipObjectQueryNextMessageToProducer (forwarded to DXGKRNL.NtFlipObjectQueryNextMessageToProducer)
       1318  51D          NtFlipObjectReadNextMessageToProducer (forwarded to DXGKRNL.NtFlipObjectReadNextMessageToProducer)
       1319  51E          NtFlipObjectRemoveContent (forwarded to DXGKRNL.NtFlipObjectRemoveContent)
       1320  51F          NtFlipObjectRemovePoolBuffer (forwarded to DXGKRNL.NtFlipObjectRemovePoolBuffer)
       1321  520          NtFlipObjectSetContent (forwarded to DXGKRNL.NtFlipObjectSetContent)
       1322  521 0008F260 NtGdiCombineRgn
       1323  522 000FFF80 NtGdiConfigureOPMProtectedOutput
       1324  523 00109F10 NtGdiCreateColorSpace
       1325  524 00024070 NtGdiCreateCompatibleDC
       1326  525 00093AA0 NtGdiCreateMetafileDC
       1327  526 001000D0 NtGdiCreateOPMProtectedOutput
       1328  527 000A92D0 NtGdiCreateOPMProtectedOutputs
       1329  528 000512D0 NtGdiCreateRectRgn
       1330  529 00103040 NtGdiDdDDIAbandonSwapChain
       1331  52A 00103060 NtGdiDdDDIAcquireKeyedMutex
       1332  52B 00103080 NtGdiDdDDIAcquireKeyedMutex2
       1333  52C 001030A0 NtGdiDdDDIAcquireSwapChain
       1334  52D 001030C0 NtGdiDdDDIAddSurfaceToSwapChain
       1335  52E 001030E0 NtGdiDdDDIAdjustFullscreenGamma
       1336  52F 000A0EB0 NtGdiDdDDICacheHybridQueryValue
       1337  530 00103100 NtGdiDdDDIChangeVideoMemoryReservation
       1338  531 000A8430 NtGdiDdDDICheckExclusiveOwnership
       1339  532 00087A80 NtGdiDdDDICheckMonitorPowerState
       1340  533 00103120 NtGdiDdDDICheckMultiPlaneOverlaySupport
       1341  534 00103140 NtGdiDdDDICheckMultiPlaneOverlaySupport2
       1342  535 00103160 NtGdiDdDDICheckMultiPlaneOverlaySupport3
       1343  536 000A3500 NtGdiDdDDICheckOcclusion
       1344  537 00103180 NtGdiDdDDICheckSharedResourceAccess
       1345  538 0008AD00 NtGdiDdDDICheckVidPnExclusiveOwnership
       1346  539 00090190 NtGdiDdDDICloseAdapter
       1347  53A 00097FB0 NtGdiDdDDIConfigureSharedResource
       1348  53B 0008EAF0 NtGdiDdDDICreateAllocation
       1349  53C 001031F0 NtGdiDdDDICreateBundleObject
       1350  53D 000A0640 NtGdiDdDDICreateContext
       1351  53E 000A01A0 NtGdiDdDDICreateContextVirtual
       1352  53F 0009E080 NtGdiDdDDICreateDevice
       1353  540 00103210 NtGdiDdDDICreateHwContext
       1354  541 00103230 NtGdiDdDDICreateHwQueue
       1355  542 00103250 NtGdiDdDDICreateKeyedMutex
       1356  543 00103270 NtGdiDdDDICreateKeyedMutex2
       1357  544 00103290 NtGdiDdDDICreateOutputDupl
       1358  545 00103480 NtGdiDdDDICreateOverlay
       1359  546 000A01C0 NtGdiDdDDICreatePagingQueue
       1360  547 001034A0 NtGdiDdDDICreateProtectedSession
       1361  548 001034C0 NtGdiDdDDICreateSwapChain
       1362  549 00094C50 NtGdiDdDDICreateSynchronizationObject
       1363  54A 001034E0 NtGdiDdDDIDDisplayEnum
       1364  54B 00090200 NtGdiDdDDIDestroyAllocation
       1365  54C 00094350 NtGdiDdDDIDestroyAllocation2
       1366  54D 000A1470 NtGdiDdDDIDestroyContext
       1367  54E 000A1CA0 NtGdiDdDDIDestroyDevice
       1368  54F 00103500 NtGdiDdDDIDestroyHwContext
       1369  550 00103520 NtGdiDdDDIDestroyHwQueue
       1370  551 00103540 NtGdiDdDDIDestroyKeyedMutex
       1371  552 00103560 NtGdiDdDDIDestroyOutputDupl
       1372  553 00103580 NtGdiDdDDIDestroyOverlay
       1373  554 000A33B0 NtGdiDdDDIDestroyPagingQueue
       1374  555 001035A0 NtGdiDdDDIDestroyProtectedSession
       1375  556 00095DD0 NtGdiDdDDIDestroySynchronizationObject
       1376  557 001035C0 NtGdiDdDDIDispMgrCreate
       1377  558 001035E0 NtGdiDdDDIDispMgrSourceOperation
       1378  559 00103600 NtGdiDdDDIDispMgrTargetOperation
       1379  55A 000049D0 NtGdiDdDDIEnumAdapters
       1380  55B 00095B00 NtGdiDdDDIEnumAdapters2
       1381  55C 00078DE0 NtGdiDdDDIEscape
       1382  55D 0009FD50 NtGdiDdDDIEvict
       1383  55E 00103620 NtGdiDdDDIExtractBundleObject
       1384  55F 00103640 NtGdiDdDDIFlipOverlay
       1385  560 0009CC00 NtGdiDdDDIFlushHeapTransitions
       1386  561 00004140 NtGdiDdDDIFreeGpuVirtualAddress
       1387  562 00103660 NtGdiDdDDIGetAllocationPriority
       1388  563 0009B090 NtGdiDdDDIGetCachedHybridQueryValue
       1389  564 00103680 NtGdiDdDDIGetContextInProcessSchedulingPriority
       1390  565 001036A0 NtGdiDdDDIGetContextSchedulingPriority
       1391  566 000A3BA0 NtGdiDdDDIGetDWMVerticalBlankEvent
       1392  567 00013F90 NtGdiDdDDIGetDeviceState
       1393  568 000A1CC0 NtGdiDdDDIGetDisplayModeList
       1394  569 001036C0 NtGdiDdDDIGetMemoryBudgetTarget
       1395  56A 000A1220 NtGdiDdDDIGetMultiPlaneOverlayCaps
       1396  56B 001036E0 NtGdiDdDDIGetMultisampleMethodList
       1397  56C 00103700 NtGdiDdDDIGetOverlayState
       1398  56D 000A13C0 NtGdiDdDDIGetPostCompositionCaps
       1399  56E 00103720 NtGdiDdDDIGetPresentHistory
       1400  56F 00103750 NtGdiDdDDIGetPresentHistoryInternal
       1401  570 00103770 NtGdiDdDDIGetPresentStatsInternal
       1402  571 00103790 NtGdiDdDDIGetProcessDeviceRemovalSupport
       1403  572 001037B0 NtGdiDdDDIGetProcessSchedulingPriorityBand
       1404  573 001037D0 NtGdiDdDDIGetProcessSchedulingPriorityClass
       1405  574 001037F0 NtGdiDdDDIGetResourcePresentPrivateDriverData
       1406  575 00103810 NtGdiDdDDIGetRuntimeData
       1407  576 000A8450 NtGdiDdDDIGetScanLine
       1408  577 00103830 NtGdiDdDDIGetSetSwapChainMetadata
       1409  578 00103850 NtGdiDdDDIGetSharedPrimaryHandle
       1410  579 00103870 NtGdiDdDDIGetSharedResourceAdapterLuid
       1411  57A 00103870 NtGdiDdDDIGetSharedResourceAdapterLuidFlipManager
       1412  57B 00103890 NtGdiDdDDIGetYieldPercentage
       1413  57C 001038B0 NtGdiDdDDIInvalidateActiveVidPn
       1414  57D 001038D0 NtGdiDdDDIInvalidateCache
       1415  57E 00086400 NtGdiDdDDILock
       1416  57F 0008EA60 NtGdiDdDDILock2
       1417  580 000948B0 NtGdiDdDDIMakeResident
       1418  581 00094370 NtGdiDdDDIMapGpuVirtualAddress
       1419  582 001038F0 NtGdiDdDDIMarkDeviceAsError
       1420  583 00103910 NtGdiDdDDINetDispGetNextChunkInfo
       1421  584 00103950 NtGdiDdDDINetDispQueryMiracastDisplayDeviceStatus
       1422  585 00103970 NtGdiDdDDINetDispQueryMiracastDisplayDeviceSupport
       1423  586 00103990 NtGdiDdDDINetDispStartMiracastDisplayDevice
       1424  587 001039D0 NtGdiDdDDINetDispStopMiracastDisplayDevice
       1425  588 000AE2A0 NtGdiDdDDINetDispStopSessions
       1426  589 00088570 NtGdiDdDDIOfferAllocations
       1427  58A 00086B20 NtGdiDdDDIOpenAdapterFromDeviceName
       1428  58B 000417A0 NtGdiDdDDIOpenAdapterFromHdc
       1429  58C 000941E0 NtGdiDdDDIOpenAdapterFromLuid
       1430  58D          NtGdiDdDDIOpenBundleObjectNtHandleFromName (forwarded to DXGKRNL.DxgkOpenBundleObjectNtHandleFromName)
       1431  58E 00103A20 NtGdiDdDDIOpenKeyedMutex
       1432  58F 00103A40 NtGdiDdDDIOpenKeyedMutex2
       1433  590 00103A60 NtGdiDdDDIOpenKeyedMutexFromNtHandle
       1434  591 00103A80 NtGdiDdDDIOpenNtHandleFromName
       1435  592 00103AA0 NtGdiDdDDIOpenProtectedSessionFromNtHandle
       1436  593 0009C1D0 NtGdiDdDDIOpenResource
       1437  594 00097F70 NtGdiDdDDIOpenResourceFromNtHandle
       1438  595 00103AC0 NtGdiDdDDIOpenSwapChain
       1439  596 00103AE0 NtGdiDdDDIOpenSyncObjectFromNtHandle
       1440  597 00103B00 NtGdiDdDDIOpenSyncObjectFromNtHandle2
       1441  598 00103B20 NtGdiDdDDIOpenSyncObjectNtHandleFromName
       1442  599 00103B40 NtGdiDdDDIOpenSynchronizationObject
       1443  59A 00103B60 NtGdiDdDDIOutputDuplGetFrameInfo
       1444  59B 00103B80 NtGdiDdDDIOutputDuplGetMetaData
       1445  59C 00103BA0 NtGdiDdDDIOutputDuplGetPointerShapeData
       1446  59D 00103BC0 NtGdiDdDDIOutputDuplPresent
       1447  59E 00103BE0 NtGdiDdDDIOutputDuplReleaseFrame
       1448  59F 00103C00 NtGdiDdDDIPinDirectFlipResources
       1449  5A0 00103C20 NtGdiDdDDIPollDisplayChildren
       1450  5A1 00088F00 NtGdiDdDDIPresent
       1451  5A2 00103C40 NtGdiDdDDIPresentMultiPlaneOverlay
       1452  5A3 00103C60 NtGdiDdDDIPresentMultiPlaneOverlay2
       1453  5A4 00103C80 NtGdiDdDDIPresentMultiPlaneOverlay3
       1454  5A5 00103CA0 NtGdiDdDDIPresentRedirected
       1455  5A6 000933B0 NtGdiDdDDIQueryAdapterInfo
       1456  5A7 00103CC0 NtGdiDdDDIQueryAllocationResidency
       1457  5A8 00103CE0 NtGdiDdDDIQueryClockCalibration
       1458  5A9 00103D00 NtGdiDdDDIQueryFSEBlock
       1459  5AA 0009F4C0 NtGdiDdDDIQueryProcessOfferInfo
       1460  5AB 00103D20 NtGdiDdDDIQueryProtectedSessionInfoFromNtHandle
       1461  5AC 00103D40 NtGdiDdDDIQueryProtectedSessionStatus
       1462  5AD 00103D60 NtGdiDdDDIQueryRemoteVidPnSourceFromGdiDisplayName
       1463  5AE 0009C1F0 NtGdiDdDDIQueryResourceInfo
       1464  5AF 00097F90 NtGdiDdDDIQueryResourceInfoFromNtHandle
       1465  5B0 00103E70 NtGdiDdDDIQueryStatistics
       1466  5B1 00103E90 NtGdiDdDDIQueryVidPnExclusiveOwnership
       1467  5B2 00004AC0 NtGdiDdDDIQueryVideoMemoryInfo
       1468  5B3 00087C10 NtGdiDdDDIReclaimAllocations
       1469  5B4 00002550 NtGdiDdDDIReclaimAllocations2
       1470  5B5 00103EB0 NtGdiDdDDIReleaseKeyedMutex
       1471  5B6 00103ED0 NtGdiDdDDIReleaseKeyedMutex2
       1472  5B7 00103EF0 NtGdiDdDDIReleaseProcessVidPnSourceOwners
       1473  5B8 00103F10 NtGdiDdDDIReleaseSwapChain
       1474  5B9 00103F30 NtGdiDdDDIRemoveSurfaceFromSwapChain
       1475  5BA 0008B550 NtGdiDdDDIRender
       1476  5BB 00103F50 NtGdiDdDDIReserveGpuVirtualAddress
       1477  5BC 00103F70 NtGdiDdDDISetAllocationPriority
       1478  5BD 000A2520 NtGdiDdDDISetContextInProcessSchedulingPriority
       1479  5BE 00004AA0 NtGdiDdDDISetContextSchedulingPriority
       1480  5BF 0009D380 NtGdiDdDDISetDisplayMode
       1481  5C0 00103F90 NtGdiDdDDISetDisplayPrivateDriverFormat
       1482  5C1 00103FC0 NtGdiDdDDISetDodIndirectSwapchain
       1483  5C2 00103FE0 NtGdiDdDDISetFSEBlock
       1484  5C3 00104000 NtGdiDdDDISetGammaRamp
       1485  5C4 00104020 NtGdiDdDDISetHwProtectionTeardownRecovery
       1486  5C5 00104070 NtGdiDdDDISetMemoryBudgetTarget
       1487  5C6 000A3C90 NtGdiDdDDISetMonitorColorSpaceTransform
       1488  5C7 000A39A0 NtGdiDdDDISetProcessDeviceRemovalSupport
       1489  5C8 00104090 NtGdiDdDDISetProcessSchedulingPriorityBand
       1490  5C9 000A3CB0 NtGdiDdDDISetProcessSchedulingPriorityClass
       1491  5CA 000A1C30 NtGdiDdDDISetQueuedLimit
       1492  5CB 001040B0 NtGdiDdDDISetStablePowerState
       1493  5CC 001040D0 NtGdiDdDDISetStereoEnabled
       1494  5CD 00088C00 NtGdiDdDDISetSyncRefreshCountWaitTarget
       1495  5CE 001040F0 NtGdiDdDDISetVidPnSourceHwProtection
       1496  5CF 000A3810 NtGdiDdDDISetVidPnSourceOwner
       1497  5D0 00104110 NtGdiDdDDISetYieldPercentage
       1498  5D1 00095AA0 NtGdiDdDDIShareObjects
       1499  5D2 0008F980 NtGdiDdDDISignalSynchronizationObject
       1500  5D3 00104130 NtGdiDdDDISignalSynchronizationObjectFromCpu
       1501  5D4 00002940 NtGdiDdDDISignalSynchronizationObjectFromGpu
       1502  5D5 00080610 NtGdiDdDDISignalSynchronizationObjectFromGpu2
       1503  5D6 0008A360 NtGdiDdDDISubmitCommand
       1504  5D7 00104150 NtGdiDdDDISubmitCommandToHwQueue
       1505  5D8 00104170 NtGdiDdDDISubmitSignalSyncObjectsToHwQueue
       1506  5D9 00104190 NtGdiDdDDISubmitWaitForSyncObjectsToHwQueue
       1507  5DA 001041B0 NtGdiDdDDITrimProcessCommitment
       1508  5DB 001041D0 NtGdiDdDDIUnOrderedPresentSwapChain
       1509  5DC 00086450 NtGdiDdDDIUnlock
       1510  5DD 0008EF70 NtGdiDdDDIUnlock2
       1511  5DE 001041F0 NtGdiDdDDIUnpinDirectFlipResources
       1512  5DF 00104210 NtGdiDdDDIUpdateAllocationProperty
       1513  5E0 00104230 NtGdiDdDDIUpdateGpuVirtualAddress
       1514  5E1 00104250 NtGdiDdDDIUpdateOverlay
       1515  5E2 00104270 NtGdiDdDDIWaitForIdle
       1516  5E3 0008F960 NtGdiDdDDIWaitForSynchronizationObject
       1517  5E4 0009E9A0 NtGdiDdDDIWaitForSynchronizationObjectFromCpu
       1518  5E5 00089740 NtGdiDdDDIWaitForSynchronizationObjectFromGpu
       1519  5E6 000895D0 NtGdiDdDDIWaitForVerticalBlankEvent
       1520  5E7 00104290 NtGdiDdDDIWaitForVerticalBlankEvent2
       1521  5E8 0010A020 NtGdiDeleteColorSpace
       1522  5E9 00021710 NtGdiDeleteObjectApp
       1523  5EA 00100210 NtGdiDestroyOPMProtectedOutput
       1524  5EB 0009AFB0 NtGdiEqualRgn
       1525  5EC 00033F30 NtGdiExtCreateRegion
       1526  5ED 00086470 NtGdiFlush
       1527  5EE 0010A040 NtGdiGetAppliedDeviceGammaRamp
       1528  5EF 00100230 NtGdiGetCOPPCompatibleOPMInformation
       1529  5F0 00100350 NtGdiGetCertificate
       1530  5F1 000A8600 NtGdiGetCertificateByHandle
       1531  5F2 001004B0 NtGdiGetCertificateSize
       1532  5F3 000A8570 NtGdiGetCertificateSizeByHandle
       1533  5F4 00036670 NtGdiGetCurrentDpiInfo
       1534  5F5 000FEC80 NtGdiGetCurrentDpiInfoFromHDev
       1535  5F6 0004F970 NtGdiGetDeviceCaps
       1536  5F7 00101FF0 NtGdiGetDeviceCapsAll
       1537  5F8 00099D10 NtGdiGetEntry
       1538  5F9 0009D630 NtGdiGetGammaRampCapability
       1539  5FA 000A8D10 NtGdiGetOPMInformation
       1540  5FB 000A8720 NtGdiGetOPMRandomNumber
       1541  5FC 00037040 NtGdiGetRegionData
       1542  5FD 0007B1E0 NtGdiGetRgnBox
       1543  5FE 000FF450 NtGdiGetStats
       1544  5FF 000AA3B0 NtGdiGetSuggestedOPMProtectedOutputArraySize
       1545  600 00097960 NtGdiInit
       1546  601 00098D70 NtGdiOffsetRgn
       1547  602 00033D20 NtGdiOpenDCW
       1548  603 000A78F0 NtGdiPolyPolyDraw
       1549  604 000FECA0 NtGdiPtInRegion
       1550  605 000FECC0 NtGdiRectInRegion
       1551  606 0010A730 NtGdiSetMagicColors
       1552  607 000A87C0 NtGdiSetOPMSigningKeyAndSequenceNumbers
       1553  608 00002570 NtGdiSetPrivateDeviceGammaRamp
       1554  609 000FEDA0 NtGdiSetRectRgn
       1555  60A 001042B0 NtHWCursorUpdatePointer
       1556  60B 00089E60 NtIsOneCoreTransformMode
       1557  60C 000907D0 NtMITActivateInputProcessing
       1558  60D 000AE2A0 NtMITCoreMsgKGetConnectionHandle
       1559  60E 000990E0 NtMITCoreMsgKOpenConnectionTo
       1560  60F 000AE2A0 NtMITCoreMsgKSend
       1561  610 000F3980 NtMITDeactivateInputProcessing
       1562  611 000F3B20 NtMITDisableMouseIntercept
       1563  612 0002B8B0 NtMITDispatchCompletion
       1564  613 000F3CE0 NtMITEnableMouseIntercept
       1565  614 000909A0 NtMITGetCursorUpdateHandle
       1566  615 000F3EB0 NtMITInitMinuserThread
       1567  616 000F40B0 NtMITMinuserWindowCreated
       1568  617 000F41E0 NtMITMinuserWindowDestroyed
       1569  618 00066210 NtMITSetInputCallbacks
       1570  619 0008C130 NtMITSetInputDelegationMode
       1571  61A 000F4310 NtMITSetLastInputRecipient
       1572  61B 000F44E0 NtMITSynthesizeMouseInput
       1573  61C 000F4660 NtMITSynthesizeMouseWheel
       1574  61D 000F4780 NtMITSynthesizeTouchInput
       1575  61E 000F48C0 NtMITUninitMinuserThread
       1576  61F 00094C70 NtMITUpdateInputGlobals
       1577  620 000F4A70 NtMITWaitForMultipleObjectsEx
       1578  621 000FA210 NtMapVisualRelativePoints
       1579  622          NtNotifyPresentToCompositionSurface (forwarded to DXGKRNL.NtNotifyPresentToCompositionSurface)
       1580  623          NtOpenCompositionSurfaceDirtyRegion (forwarded to DXGKRNL.NtOpenCompositionSurfaceDirtyRegion)
       1581  624          NtOpenCompositionSurfaceSectionInfo (forwarded to DXGKRNL.NtOpenCompositionSurfaceSectionInfo)
       1582  625          NtOpenCompositionSurfaceSwapChainHandleInfo (forwarded to DXGKRNL.NtOpenCompositionSurfaceSwapChainHandleInfo)
       1583  626 0008F500 NtQueryCompositionInputIsImplicit
       1584  627 00031EE0 NtQueryCompositionInputQueueAndTransform
       1585  628 0007AAC0 NtQueryCompositionInputSink
       1586  629 0008A930 NtQueryCompositionInputSinkLuid
       1587  62A 00001A50 NtQueryCompositionInputSinkViewId
       1588  62B          NtQueryCompositionSurfaceBinding (forwarded to DXGKRNL.NtQueryCompositionSurfaceBinding)
       1589  62C          NtQueryCompositionSurfaceHDRMetaData (forwarded to DXGKRNL.NtQueryCompositionSurfaceHDRMetaData)
       1590  62D          NtQueryCompositionSurfaceRenderingRealization (forwarded to DXGKRNL.NtQueryCompositionSurfaceRenderingRealization)
       1591  62E          NtQueryCompositionSurfaceStatistics (forwarded to DXGKRNL.NtQueryCompositionSurfaceStatistics)
       1592  62F 0010FB40 NtRIMAddInputObserver
       1593  630 0010FC00 NtRIMAreSiblingDevices
       1594  631 0010FC60 NtRIMDeviceIoControl
