Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kfull.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kfull.sys

    00000000 characteristics
    521ECAF6 time date stamp
        0.00 version
           1 ordinal base
        2345 number of functions
        2345 number of names

    ordinal hint RVA      name

       1974  7B1 000480A0 NtUserSetWindowCompositionAttribute
       1975  7B2 00119080 NtUserSetWindowCompositionTransition
       1976  7B3 0021DC80 NtUserSetWindowDisplayAffinity
       1977  7B4 0010B0F0 NtUserSetWindowFNID
       1978  7B5 00019AF0 NtUserSetWindowFeedbackSetting
       1979  7B6 0021DD60 NtUserSetWindowGroup
       1980  7B7 0004DD60 NtUserSetWindowLong
       1981  7B8 0004EE70 NtUserSetWindowLongPtr
       1982  7B9 000EA310 NtUserSetWindowPlacement
       1983  7BA 00048700 NtUserSetWindowPos
       1984  7BB 000D3FC0 NtUserSetWindowRgn
       1985  7BC 0021DEF0 NtUserSetWindowRgnEx
       1986  7BD 0021E0D0 NtUserSetWindowShowState
       1987  7BE 00123ED0 NtUserSetWindowStationUser
       1988  7BF 00148A00 NtUserSetWindowWord
       1989  7C0 0021E3D0 NtUserSetWindowsHookAW
       1990  7C1 0005B260 NtUserSetWindowsHookEx
       1991  7C2 000710B0 NtUserShowCaret
       1992  7C3 00122350 NtUserShowCursor
       1993  7C4 00107060 NtUserShowScrollBar
       1994  7C5 0021E480 NtUserShowSystemCursor
       1995  7C6 0001C640 NtUserShowWindow
       1996  7C7 001250A0 NtUserShowWindowAsync
       1997  7C8 0011B870 NtUserShutdownBlockReasonCreate
       1998  7C9 00122970 NtUserShutdownBlockReasonQuery
       1999  7CA 001287A0 NtUserShutdownReasonDestroy
       2000  7CB 0012B280 NtUserSignalRedirectionStartComplete
       2001  7CC 0021E4F0 NtUserSlicerControl
       2002  7CD 0021E9A0 NtUserSoundSentry
       2003  7CE 000F6310 NtUserSwitchDesktop
       2004  7CF 0014F1B0 NtUserSystemParametersInfo
       2005  7D0 00101700 NtUserSystemParametersInfoForDpi
       2006  7D1 0021E9E0 NtUserTestForInteractiveUser
       2007  7D2 00143B50 NtUserThunkedMenuInfo
       2008  7D3 0004B020 NtUserThunkedMenuItemInfo
       2009  7D4 0000A5A0 NtUserTrackMouseEvent
       2010  7D5 0021EA90 NtUserTrackPopupMenuEx
       2011  7D6 00100AE0 NtUserTransformPoint
       2012  7D7 000E91C0 NtUserTransformRect
       2013  7D8 000FBBF0 NtUserTranslateAccelerator
       2014  7D9 00104D80 NtUserTranslateMessage
       2015  7DA 00120690 NtUserUndelegateInput
       2016  7DB 000609E0 NtUserUnhookWinEvent
       2017  7DC 0005B160 NtUserUnhookWindowsHookEx
       2018  7DD 00125B20 NtUserUnlockWindowStation
       2019  7DE 00024B00 NtUserUnregisterClass
       2020  7DF 000C3930 NtUserUnregisterHotKey
       2021  7E0 0014F1D0 NtUserUnregisterSessionPort
       2022  7E1 0021ECB0 NtUserUnregisterUserApiHook
       2023  7E2 0021ED00 NtUserUpdateDefaultDesktopThumbnail
       2024  7E3 00109650 NtUserUpdateInputContext
       2025  7E4 0021EE80 NtUserUpdateInstance
       2026  7E5 0007CC10 NtUserUpdateLayeredWindow
       2027  7E6 000D8BB0 NtUserUpdatePerUserSystemParameters
       2028  7E7 00004E80 NtUserUpdateWindowInputSinkHints
       2029  7E8 0021EF90 NtUserUpdateWindowTrackingInfo
       2030  7E9 0021F170 NtUserUserHandleGrantAccess
       2031  7EA 00104720 NtUserValidateHandleSecure
       2032  7EB 000D3930 NtUserValidateRect
       2033  7EC 0004BDB0 NtUserValidateTimerCallback
       2034  7ED 0021F480 NtUserWOWCleanup
       2035  7EE 0021F4D0 NtUserWaitAvailableMessageEx
       2036  7EF 00121310 NtUserWaitForInputIdle
       2037  7F0 0021F530 NtUserWaitForMsgAndEvent
       2038  7F1 0021F560 NtUserWaitForRedirectionStartComplete
       2039  7F2 000F5370 NtUserWaitMessage
       2040  7F3 0014F1F0 NtUserWin32kSysCallFilterStub
       2041  7F4 000F5900 NtUserWindowFromDC
       2042  7F5 0004BE90 NtUserWindowFromPhysicalPoint
       2043  7F6 0004BE90 NtUserWindowFromPoint
       2044  7F7 0021F620 NtUserYieldTask
       2045  7F8 00104460 OkayToCloseDesktop
       2046  7F9 00102A50 OkayToCloseWindowStation
       2047  7FA 0029E1F0 PALOBJ_cGetColors
       2048  7FB 0029E240 PATHOBJ_bEnumClipLines
       2049  7FC 0029E270 PATHOBJ_vEnumStartClipLines
       2050  7FD 0011F7D0 PDEVOBJ_bCreateDefaultBrushesWrap
       2051  7FE 000FC7A0 PDEVOBJ_bCreateHalftoneBrushesWrap
       2052  7FF 00118900 PDEVOBJ_bDisableHalftoneWrap
       2053  800 000CDA50 PDEVOBJ_vProfileDriverWrap
       2054  801 00257720 PFTOBJ_bUnloadWorkhorseWrap
       2055  802 00065BA0 PackAffectedThreadsFromThreadCleanup
       2056  803 0012B900 PaintScreenBackground
       2057  804 0027B760 PanningGetFunctionTable
       2058  805 0005F0B0 ParseWindowStation
       2059  806 0000BE60 PatchThreadWindows
       2060  807 001F00D0 PerformTargetingWithinPwnd
       2061  808 001DD910 PointerInfoCopyOutHelperInternal
       2062  809 001F2C60 PointerPromotionGetCurrentPointerId
       2063  80A 001F2C70 PointerPromotionOnPointerInputRetrieval
       2064  80B 00050570 PopAndFreeAlwaysW32ThreadLock
       2065  80C 000384E0 PopAndFreeW32ThreadLock
       2066  80D 0011B530 PopW32ThreadLock
       2067  80E 0000AE40 PostIAMShellHookMessageEx
       2068  80F 001CF340 PostMousePointerLeaveAndCleanup
       2069  810 0011D420 PostPlaySoundMessage
       2070  811 001DA1E0 PostPointerDeviceInRangeMessage
       2071  812 001DA200 PostPointerDeviceOutOfRangeMessage
       2072  813 001DA220 PostPointerEventMessage
       2073  814 0014CEF0 PowerOffGdi
       2074  815 0014CC40 PowerOnGdi
       2075  816 00005CA0 PowerStateTasksAllowed
       2076  817 000F5FD0 PrepareGammaRampData
       2077  818 0014CD40 ProcessDelayedSdc
       2078  819 001C5140 ProcessHidRawInput
       2079  81A 0004A920 PushW32ThreadLock
       2080  81B 001C2E20 QueryInertiaStatus
       2081  81C 001F63B0 QueueNotifyMessage
       2082  81D 001527C0 RFONTOBJ_dtorHelperWrap
       2083  81E 000AC820 RFONTOBJ_vConstructPRFONTWrap
       2084  81F 001273C0 RFONTOBJ_vDeleteRFONTWrap
       2085  820 00069060 RawInputThread
       2086  821 0012C130 RecolorDeskPattern
       2087  822 0012BF20 RecreateTouchInjectionDevices
       2088  823 000FF130 ReferenceClass
       2089  824 00011040 ReferenceWindowStation
       2090  825 0012C730 ReleaseWallpaperSettings
       2091  826 000C7620 RemoveInputDevices
       2092  827 00105FC0 RemoveMagnificationOutputTransform
       2093  828 0010FFB0 RemoveProcessFromJob
       2094  829 001093A0 RemoveThreadSwitchWindowInfo
         18  82A 001044F0 ResetEdgyDataOwnershipForCurrentThread
       2095  82B 0005BB70 ResetLastSeenFrameId
       2096  82C 000F5F40 RestoreGammaRamp
       2097  82D 00003B20 ResumeThreadQueue
       2098  82E 001BF070 RetrieveCalibrationData
       2099  82F 000756C0 RevalidateDCE
       2100  830          RtlCaptureContext (forwarded to NTOSKRNL.RtlCaptureContext)
       2101  831          RtlCopyMemory (forwarded to NTOSKRNL.RtlCopyMemory)
       2102  832          RtlCopyMemoryNonTemporal (forwarded to NTOSKRNL.RtlCopyMemoryNonTemporal)
       2103  833          RtlFillMemory (forwarded to NTOSKRNL.RtlFillMemory)
       2104  834          RtlLookupFunctionEntry (forwarded to NTOSKRNL.RtlLookupFunctionEntry)
       2105  835          RtlMoveMemory (forwarded to NTOSKRNL.RtlMoveMemory)
       2106  836          RtlPcToFileHeader (forwarded to NTOSKRNL.RtlPcToFileHeader)
       2107  837          RtlRestoreContext (forwarded to NTOSKRNL.RtlRestoreContext)
       2108  838          RtlUnwindEx (forwarded to NTOSKRNL.RtlUnwindEx)
       2109  839          RtlVirtualUnwind (forwarded to NTOSKRNL.RtlVirtualUnwind)
       2110  83A          RtlZeroMemory (forwarded to NTOSKRNL.RtlZeroMemory)
       2111  83B 0007E440 SFMLOGICALSURFACEREF_vDestructorWrap
       2112  83C 00127D60 SFMLOGICALSURFACE_CreateHLSURFCloneWrap
       2113  83D 00080E30 STROBJ_bEnum
       2114  83E 0029FC60 STROBJ_bEnumPositionsOnly
       2115  83F 0029FC90 STROBJ_bGetAdvanceWidths
       2116  840 00274410 STROBJ_dwGetCodePage
       2117  841 00274420 STROBJ_fxBreakExtra
       2118  842 00274440 STROBJ_fxCharacterExtra
       2119  843 0029FD70 STROBJ_vEnumStart
       2120  844 0012D630 SanitizeRIMCOMPLETEFRAME
       2121  845 001C2E50 Send3FingerTapHotkey
       2122  846 001C2E70 Send4FingerTapHotkey
       2123  847 000F3F90 SendMsgCleanup
       2124  848 001C2E90 SendPTPAsMouse
       2125  849 001C2F50 SendPTPCancelInertia
       2126  84A 001C2FB0 SendPTPEndInertia
       2127  84B 00076090 SetAppCompatFlags
       2128  84C 002446F0 SetDpiScalingSetting
       2129  84D 000086E0 SetDpiSetting
       2130  84E 000643E0 SetForegroundPriority
       2131  84F 000F1E60 SetManifestWinVer
       2132  850 001E0C20 SetManipulationInputTargetTransform
       2133  851 00067FC0 SetNewForegroundQueue
       2134  852 000DA8F0 SetPointer
       2135  853 001D69B0 SetProcessTimerDelay
       2136  854 001080F0 SetRITTimer
       2137  855 00104BB0 SetTimerCoalescingTolerance
       2138  856 001BBF50 SetUserPTPEnabledPreference
       2139  857 00038830 SetWakeBit
       2140  858 0011FEE0 SetupClassAtoms
         19  859 001B85C0 ShouldSendCursorNotificationForExtensibility
       2141  85A 00005CA0 ShutdownNavigationWindowRegistry
       2142  85B 000FB380 SpbCheckDce
       2143  85C 001DA4A0 SqmPenDownCount
       2144  85D 001DA4C0 SqmPointerDeviceDown
       2145  85E 001FB8E0 StartScreenSaver
       2146  85F 00146C30 StopFade
       2147  860 001098C0 SuspendThreadQueue
       2148  861 001BC000 TelemPTPConfigUpdate
       2149  862 001BB710 TraceLoggingPTPAAPKeyPress
       2150  863 001BB8C0 TraceLoggingPTPWarpBack
         20  864 0000EC50 TraceLoggingUserIsActive
       2151  865 001BF0E0 TransformForInputMagnification
       2152  866 000DA1E0 TransitionCursorSuppressionState
       2153  867 0009D5B0 TrapAppContainerRenderingWrap
       2154  868 0012B780 UIPISQMStatus
       2155  869 001040E0 UMPDCachedResourceCleanupWrap
       2156  86A 00290160 UMPDDrvDeleteDeviceBitmap
       2157  86B 00290220 UMPDEngFreeUserMem
       2158  86C 000B6480 UMPDOBJ_bCleanupWrap
       2159  86D 0010A9C0 UMPD_ldevLoadDriverWrap
       2160  86E 001282D0 UMPD_ldevUnloadImageWrap
       2161  86F 000B7840 UmfdIsCurrentProcessUmfdHostNoLock
       2162  870 00110560 UmfdSessionInitialize
       2163  871 00127FE0 UmfdSessionUninitialize
       2164  872 001108B0 UmfdUninitializeProcess
       2165  873 00110F40 UmfdUninitializeThread
       2166  874 0012C510 UninitRotationManager
       2167  875 0012ADA0 UninitializeEditionAutoLogger
       2168  876 0012C3D0 UninitializeWin32CrossSessionGlobals
       2169  877 0012A070 UninitializeWin32PoolTracking
       2170  878 001274F0 UninitializeWin32kFullTelemetryAsserts
       2171  879 00107310 UnlockCaptureWindow
       2172  87A 0005F2E0 UnmapDesktop
         21  87B 001022F0 UnreferenceUndispatchedFrameList
       2173  87C 0008EA20 UntrapAppContainerRenderingWrap
       2174  87D 000DCB00 UpdateDesktopThresholds
       2175  87E 000F6CD0 UpdateGammaRampOnDevice
       2176  87F 0011F190 UpdatePTPConfigFromRegistry
       2177  880 001DA660 UpdatePointerDeviceSystemMetrics
       2178  881 00075190 UpdateRedirectedDCE
       2179  882 000443E0 UpdateWindowMonitor
       2180  883 001C92C0 UserActivateDwmInputProcessing
       2181  884 0005BB70 UserDeactivateDwmInputProcessing
       2182  885 0005EA00 UserDetachQueueFromInputWindowApiExt
       2183  886 001FAEF0 UserEnableConsoleMode
       2184  887 001DA7F0 UserGetHipDeviceInfo
       2185  888 0001D070 UserGetRedirectedWindowOrigin
       2186  889 000467D0 UserIsCurrentThreadDesktopComposed
       2187  88A 0013EF40 UserIsWindowDesktopComposed
       2188  88B 0005E930 UserJobCallout
       2189  88C 001C92C0 UserProcessDwmInput
       2190  88D 001D4530 UserRecreateRedirectionBitmap
       2191  88E 0014A930 UserRemoveWindowedSwapChain
       2192  88F 000DA8A0 UserResetPointer
       2193  890 001475D0 UserSetWindowedSwapChainApiExt
       2194  891 0005EDC0 UserValidateAndAttachQueueToInputWindowApiExt
       2195  892 001DAB50 ValidateDeviceSignature
       2196  893 001F0670 ValidatePointerOffset
       2197  894 00005CA0 ValidatetagWNDLayout
       2198  895 002820F0 VerifierEngFreeMem
       2199  896 0036EE10 VerifierInitialization
       2200  897 0036EED0 VerifySyncOnlyMessages
       2201  898 0012C8D0 VerifyTcbPrivileges
       2202  899 0005BB70 VidMemFree
       2203  89A 0025BFC0 W32kCddClipRegion
       2204  89B 00101A10 W32kCddDisableGdiHwAcceleration
       2205  89C 00105890 W32kCddIsNullBrush
       2206  89D 0014A270 W32kCddLineTo
       2207  89E 00136140 W32kCddStrokePath
       2208  89F 0025C090 W32kGenerateMoveData
       2209  8A0 000F3C90 W32pProcessCallout
       2210  8A1 000ED500 W32pThreadCallout
       2211  8A2 00080BB0 WNDOBJ_bEnum
       2212  8A3 0026C010 WNDOBJ_cEnumStart
       2213  8A4 0026C040 WNDOBJ_vSetConsumer
       2214  8A5 0014D200 WakeRITForConfigSwitch
       2215  8A6 000FE500 WakeRITForShutdown
       2216  8A7 0011DAC0 Win32AllocPagedLookasideListImpl
       2217  8A8 000C3D20 Win32AllocPoolImpl
       2218  8A9 001F8C10 Win32AllocPoolWithPriorityImpl
       2219  8AA 000C4D50 Win32AllocPoolWithQuotaImpl
       2220  8AB 000C4650 Win32AllocateFromPagedLookasideListImpl
       2221  8AC 00122CE0 Win32FreePagedLookasideListImpl
       2222  8AD 000C45E0 Win32FreePoolImpl
       2223  8AE 000C4440 Win32FreeToPagedLookasideListImpl
       2224  8AF 001F8C40 Win32UAFMAllocPagedLookasideListImpl
       2225  8B0 001F8CC0 Win32UAFMAllocPoolImpl
       2226  8B1 001F8CE0 Win32UAFMAllocPoolWithPriorityImpl
       2227  8B2 001F8D60 Win32UAFMAllocPoolWithQuotaImpl
       2228  8B3 001F8DE0 Win32UAFMAllocateFromPagedLookasideListImpl
       2229  8B4 001F8E20 Win32UAFMFreePagedLookasideListImpl
       2230  8B5 001F8E70 Win32UAFMFreePoolImpl
       2231  8B6 001F8EA0 Win32UAFMFreeToPagedLookasideListImpl
       2232  8B7 000FFE10 WindowStationOpenProcedure
       2233  8B8 001F6D80 WritePTPSettingValues
       2234  8B9 000F11B0 XDCOBJ_vCleanupColorTransformWrap
       2235  8BA 000E7960 XDCOBJ_vSetDefaultFontWrap
       2236  8BB 00135E20 XEPATHOBJ_vConstructHPATHWrap
       2237  8BC 00143960 XEPATHOBJ_vDestructWrap
       2238  8BD 0029FDC0 XFORMOBJ_bApplyXform
       2239  8BE 0029FF80 XFORMOBJ_iGetFloatObjXform
       2240  8BF 000B81C0 XFORMOBJ_iGetXform
       2241  8C0 0029FFE0 XLATEOBJ_cGetPalette
       2242  8C1 002519D0 XLATEOBJ_hGetColorTransform
       2243  8C2 000BF2D0 XLATEOBJ_iXlate
       2244  8C3 002A0080 XLATEOBJ_piVector
       2245  8C4 0014ADE0 ZombieCursor
       2246  8C5 0005BB70 _AssertMagInputLockOut
       2247  8C6 0004A7E0 _DestroyMenu
       2248  8C7 001FD3D0 _FreeGestureInfo
       2249  8C8 001CBA50 _FreeTouchInputInfo
       2250  8C9 000CB060 _GetProcessWindowStation
       2251  8CA 00048030 _GetTopLevelWindow
       2252  8CB 0001B380 _MonitorFromPoint
       2253  8CC 0001B5B0 _MonitorFromRect
       2254  8CD 0000AF30 _PostMessage
       2255  8CE 001D36F0 _UnregisterDManipHook
       2256  8CF 0012BE50 _UnregisterUserApiHook
       2257  8D0 001FD4B0 _WOWCleanup
       2258  8D1          __C_specific_handler (forwarded to NTOSKRNL.__C_specific_handler)
       2259  8D2          __chkstk (forwarded to NTOSKRNL.__chkstk)
       2260  8D3          _local_unwind (forwarded to NTOSKRNL._local_unwind)
       2261  8D4          _setjmp (forwarded to NTOSKRNL._setjmp)
       2262  8D5          _setjmpex (forwarded to NTOSKRNL._setjmpex)
       2263  8D6 000DDEC0 bDeleteFont
       2264  8D7 001113D0 bEnableFontDriver
       2265  8D8 0036E8A0 bInitFontTables
       2266  8D9 0012CA60 bInitRedirDev
       2267  8DA 0036D1E0 bInitStockFonts
       2268  8DB 0012C0B0 bInitializeEUDC
       2269  8DC 000D1840 bSetDevDragRect
       2270  8DD 000CE000 bSpEnableSprites
       2271  8DE 0012CCC0 hUserCreateKernelEvent
       2272  8DF 000A8510 hfontCreate
       2273  8E0          longjmp (forwarded to NTOSKRNL.longjmp)
       2274  8E1 0014EAB0 memcmp
       2275  8E2 00153A80 memcpy
       2276  8E3 00153A80 memmove
       2277  8E4 00153DC0 memset
       2278  8E5 000F4FC0 vAccNotifyDeleteSurfaceWrap
       2279  8E6 000DDE60 vCleanupFonts
       2280  8E7 0012A390 vCleanupMetaType
       2281  8E8 000FB2A0 vCleanupOwnedRedirectionDeviceBitmapsWrap
       2282  8E9 000D7BC0 vCleanupPrivateFonts
       2283  8EA 0007E5E0 vCleanupUMWindowlessSprite
       2284  8EB 000A9EE0 vConvertLogFontW
       2285  8EC 0011E340 vDisableSynchronize
       2286  8ED 00124F00 vEnableSynchronize
       2287  8EE 000DD520 vGetJpn98FixPitch
       2288  8EF 0036ED80 vInitFontMapperFamilyFallbackTable
       2289  8F0 0036EB80 vInitFontSubTable
       2290  8F1 00129A30 vInitFontsDirectoryNameInformation
       2291  8F2 0036D200 vInitMapper
       2292  8F3 000E8190 vMirrorIncludeNotifyWrap
       2293  8F4 0012C9B0 vNetworkedFontFileCleanup
       2294  8F5 000F5A00 vRestorePathWrap
       2295  8F6 00269FC0 vSpDisableMultiMon
       2296  8F7 000CE5A0 vSpDisableSpritesWrap
       2297  8F8 0012AC50 vSpDwmMigrateLSurfShapeReferenceWrap
       2298  8F9 000D12C0 vSpDwmMigrateSpriteLSurfReferenceWrap
       2299  8FA 000CEEC0 vSpDynamicModeChange
       2300  8FB 0026A000 vSpEnableMultiMon
       2301  8FC 0026A020 vSpUnTearDownSprites
       2302  8FD 0012C970 vTrustedFontFileTableCleanup
       2303  8FE 0026F0C0 vUnmapRemoteFonts
       2304  8FF 000E9D50 xxxBroadcastDisplaySettingsChange
       2305  900 001F7450 xxxBroadcastModernAppRedraw
       2306  901 001EAFD0 xxxCancelTrackingForThread
       2307  902 001F5060 xxxCleanupAndFreeDdeConv
       2308  903 000FAF10 xxxCleanupThreadPointerInputInfo
       2309  904 0005AC30 xxxClientMonitorEnumProc
       2310  905 000FE7C0 xxxClientThreadSetup
       2311  906 00010C50 xxxCloseClipboard
       2312  907 00060F70 xxxDesktopThread
       2313  908 000E9BA0 xxxDesktopsRecalcAndBroadcastDisplayChange
       2314  909 0012A3F0 xxxDestroyThreadDDEObject
       2315  90A 0001DDB0 xxxDestroyWindow
       2316  90B 000D34C0 xxxDwmStopRedirection
       2317  90C 00208D80 xxxEndMenuLoop
       2318  90D 0020A0A0 xxxFlushPalette
       2319  90E 0010E4C0 xxxFullScreenCleanup
       2320  90F 001E4010 xxxHandleHealthyThread
       2321  910 0003B270 xxxInternalInvalidate
       2322  911 0020C5A0 xxxMNCloseHierarchy
       2323  912 001FA420 xxxMNEndMenuState
       2324  913 001FA540 xxxMNEndMenuStateInternal
       2325  914 00114340 xxxPlayEventSound
       2326  915 001C5A90 xxxProcessHidInput
       2327  916 0014D180 xxxRefreshDisplayOrientation
       2328  917 001FC330 xxxRemoteConsoleShadowStart
       2329  918 000CB520 xxxResolveDesktop
       2330  919 00060E50 xxxRestoreCsrssThreadDesktop
       2331  91A 0006D300 xxxSendMessageBSM
       2332  91B 0006BDB0 xxxSendNotifyMessage
       2333  91C 00060AE0 xxxSetCsrssThreadDesktop
       2334  91D 001C3730 xxxSetForegroundThread
       2335  91E 00060CD0 xxxSetInformationThread
       2336  91F 000F4310 xxxSetProcessWindowStation
       2337  920 001FAED0 xxxUnlockMenuState
       2338  921 000355C0 xxxUpdateInputHangInfo
       2339  922 0012C780 xxxUserReinitializeAutoRotation
       2340  923 0014CD70 xxxUserResetDisplayDevice
       2341  924 000545C0 xxxWindowEvent
       2342  925 00053F80 zzzCalcStartCursorHide
       2343  926 000F6EB0 zzzResetSharedDesktops
       2344  927 00050F20 zzzSetDesktop
       2345  928 00054080 zzzUpdateCursorImage

  Summary

       13000 .data
       16000 .edata
       17000 .idata
       1E000 .pdata
       4A000 .rdata
       16000 .reloc
        1000 .rsrc
      2C1000 .text
        4000 GFIDS
        3000 INIT
        1000 NONPAGE
        2000 PAGE
