Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\ntoskrnl.exe

File Type: EXECUTABLE IMAGE

  Section contains the following exports for ntoskrnl.exe

    00000000 characteristics
    DF7CEC78 time date stamp
        0.00 version
           1 ordinal base
        2894 number of functions
        2887 number of names

    ordinal hint RVA      name

       1576  620 002D24B0 PoFxPowerOnCrashdumpDevice
       1577  621 00190960 PoFxProcessorNotification
       1578  622 002D2510 PoFxQueryCurrentComponentPerfState
       1579  623 008675A0 PoFxRegisterComponentPerfStates
       1580  624 007142E0 PoFxRegisterCoreDevice
       1581  625 00712ED0 PoFxRegisterCrashdumpDevice
       1582  626 00713F90 PoFxRegisterDevice
       1583  627 0018E590 PoFxRegisterDripsWatchdogCallback
       1584  628 00867620 PoFxRegisterInternalDevice
       1585  629 00867790 PoFxRegisterPlugin
       1586  62A 002D2570 PoFxRegisterPluginEx
       1587  62B 008677B0 PoFxRegisterPrimaryDevice
       1588  62C 0016E0D0 PoFxReportDevicePoweredOn
       1589  62D 002D2590 PoFxSetComponentLatency
       1590  62E 002D25E0 PoFxSetComponentResidency
       1591  62F 002D2630 PoFxSetComponentWake
       1592  630 0018CB40 PoFxSetDeviceIdleTimeout
       1593  631 008678E0 PoFxSetTargetDripsDevicePowerState
       1594  632 0018AD30 PoFxStartDevicePowerManagement
       1595  633 00867A10 PoFxUnregisterDevice
       1596  634 002CEC10 PoGetProcessorIdleAccounting
       1597  635 001769B0 PoGetSystemWake
       1598  636 00749F90 PoGetThermalRequestSupport
       1599  637 002CEC40 PoInitiateProcessorWake
       1600  638 0013D990 PoLatencySensitivityHint
       1601  639 0013D740 PoNotifyMediaBuffering
       1602  63A 000CFB90 PoNotifyVSyncChange
       1603  63B 0000EC70 PoQueryWatchdogTime
       1604  63C 00869800 PoQueueShutdownWorkItem
       1605  63D 00866EF0 PoReenableSleepStates
       1606  63E 0073E160 PoRegisterCoalescingCallback
       1607  63F 000F3D00 PoRegisterDeviceForIdleDetection
       1608  640 0013C750 PoRegisterDeviceNotify
       1609  641 005F3510 PoRegisterPowerSettingCallback
       1610  642 002D6E60 PoRegisterSystemState
       1611  643 00865F10 PoReportDirectedDripsCandidateDevice
       1612  644 0016F980 PoRequestPowerIrp
       1613  645 007367A0 PoRequestShutdownEvent
       1614  646 002D22F0 PoSetDeviceBusyEx
       1615  647 0056BEE0 PoSetFixedWakeSource
       1616  648 00142E60 PoSetHiberRange
       1617  649 002D1E50 PoSetPowerButtonHoldState
       1618  64A 001301E0 PoSetPowerRequest
       1619  64B 00169BA0 PoSetPowerState
       1620  64C 002D6F40 PoSetSystemState
       1621  64D 002CEA30 PoSetSystemWake
       1622  64E 002CEA60 PoSetSystemWakeDevice
       1623  64F 00749E50 PoSetThermalActiveCooling
       1624  650 008658B0 PoSetThermalPassiveCooling
       1625  651 00175E00 PoSetUserPresent
       1626  652 0086A530 PoShutdownBugCheck
       1627  653 002D2300 PoStartDeviceBusy
       1628  654 00174E90 PoStartNextPowerIrp
       1629  655 00869880 PoUnregisterCoalescingCallback
       1630  656 006CE820 PoUnregisterPowerSettingCallback
       1631  657 002D6F90 PoUnregisterSystemState
       1632  658 006D5340 PoUserShutdownCancelled
       1633  659 006D1600 PoUserShutdownInitiated
       1634  65A 00666BA0 ProbeForRead
       1635  65B 005B7890 ProbeForWrite
       1636  65C 0066E1A0 PsAcquireProcessExitSynchronization
       1637  65D 002E4800 PsAcquireSiloHardReference
       1638  65E 0071ECE0 PsAllocSiloContextSlot
       1639  65F 006E90E0 PsAssignImpersonationToken
       1640  660 006BA890 PsAssignProcessToJobObject
       1641  661 000CD780 PsAttachSiloToCurrentThread
       1642  662 00118560 PsChargePoolQuota
       1643  663 00075FD0 PsChargeProcessNonPagedPoolQuota
       1644  664 00661380 PsChargeProcessPagedPoolQuota
       1645  665 00118580 PsChargeProcessPoolQuota
       1646  666 0064B490 PsChargeProcessWakeCounter
       1647  667 00728720 PsCreateSiloContext
       1648  668 00652290 PsCreateSystemThread
       1649  669 006522E0 PsCreateSystemThreadEx
       1650  66A 0067EA00 PsDereferenceImpersonationToken
       1651  66B 00694E00 PsDereferenceKernelStack
       1652  66C 006888D0 PsDereferencePrimaryToken
       1653  66D 001269E0 PsDereferenceSiloContext
       1654  66E 000CD760 PsDetachSiloFromCurrentThread
       1655  66F 005986F0 PsDisableImpersonation
       1656  670 0003A5C0 PsEnterPriorityRegion
       1657  671 0073DEB0 PsEstablishWin32Callouts
       1658  672 00884CC0 PsFreeSiloContextSlot
       1659  673 0088A060 PsGetContextThread
       1660  674 000D22D0 PsGetCurrentProcess
       1661  675 000D2320 PsGetCurrentProcessId
       1662  676 000CE4A0 PsGetCurrentProcessSessionId
       1663  677 0010A370 PsGetCurrentProcessWin32Process
       1664  678 001131F0 PsGetCurrentProcessWow64Process
       1665  679 0009FA80 PsGetCurrentServerSilo
       1666  67A 00884D50 PsGetCurrentServerSiloName
       1667  67B 00031320 PsGetCurrentSilo
       1668  67C 00031110 PsGetCurrentThread
       1669  67D 00116F50 PsGetCurrentThreadId
       1670  67E 0011B600 PsGetCurrentThreadPreviousMode
       1671  67F 000D2120 PsGetCurrentThreadProcess
       1672  680 000D2320 PsGetCurrentThreadProcessId
       1673  681 002E4D20 PsGetCurrentThreadStackBase
       1674  682 002E4D40 PsGetCurrentThreadStackLimit
       1675  683 00137BB0 PsGetCurrentThreadTeb
       1676  684 00108C80 PsGetCurrentThreadWin32Thread
       1677  685 000FFB90 PsGetCurrentThreadWin32ThreadAndEnterCriticalRegion
       1678  686 00120180 PsGetEffectiveContainerId
       1679  687 001396C0 PsGetEffectiveServerSilo
       1680  688 00020CF0 PsGetHostSilo
       1681  689 001353A0 PsGetJobLock
       1682  68A 00115380 PsGetJobProperty
       1683  68B 002E5390 PsGetJobServerSilo
       1684  68C 002E4D70 PsGetJobSessionId
       1685  68D 002E53C0 PsGetJobSilo
       1686  68E 001326A0 PsGetJobUIRestrictionsClass
       1687  68F 00884D80 PsGetParentSilo
       1688  690 00108680 PsGetPermanentSiloContext
       1689  691 0013DD20 PsGetProcessCommonJob
       1690  692 0011E060 PsGetProcessCreateTimeQuadPart
       1691  693 0012F210 PsGetProcessDebugPort
       1692  694 0066D040 PsGetProcessDxgProcess
       1693  695 001331A0 PsGetProcessExitProcessCalled
       1694  696 008869D0 PsGetProcessExitStatus
       1695  697 00685A70 PsGetProcessExitTime
       1696  698 00023780 PsGetProcessId
       1697  699 00124BF0 PsGetProcessImageFileName
       1698  69A 000034F0 PsGetProcessInheritedFromUniqueProcessId
       1699  69B 00122D60 PsGetProcessJob
       1700  69C 001213C0 PsGetProcessPeb
       1701  69D 002E4D90 PsGetProcessPriorityClass
       1702  69E 0012E930 PsGetProcessProtection
       1703  69F 00137C20 PsGetProcessSectionBaseAddress
       1704  6A0 00683120 PsGetProcessSecurityPort
       1705  6A1 0012F1D0 PsGetProcessSequenceNumber
       1706  6A2 000D22F0 PsGetProcessServerSilo
       1707  6A3 00002E50 PsGetProcessSessionId
       1708  6A4 000CEB60 PsGetProcessSessionIdEx
       1709  6A5 002E4F40 PsGetProcessSignatureLevel
       1710  6A6 002E4DA0 PsGetProcessSilo
       1711  6A7 00013FA0 PsGetProcessStartKey
       1712  6A8 0011E8E0 PsGetProcessWin32Process
       1713  6A9 001281B0 PsGetProcessWin32WindowStation
       1714  6AA 0010DC50 PsGetProcessWow64Process
       1715  6AB 000D2140 PsGetServerSiloServiceSessionId
       1716  6AC 00884DB0 PsGetSiloContainerId
       1717  6AD 002E4890 PsGetSiloContext
       1718  6AE 007579B0 PsGetSiloIdentifier
       1719  6AF 006963B0 PsGetSiloMonitorContextSlot
       1720  6B0 002E4DC0 PsGetThreadCreateTime
       1721  6B1 00690350 PsGetThreadExitStatus
       1722  6B2 00130DE0 PsGetThreadFreezeCount
       1723  6B3 0016B7C0 PsGetThreadHardErrorsAreDisabled
       1724  6B4 0011F330 PsGetThreadId
       1725  6B5 000043E0 PsGetThreadProcess
       1726  6B6 00125C60 PsGetThreadProcessId
       1727  6B7 000A95E0 PsGetThreadProperty
       1728  6B8 0000E170 PsGetThreadServerSilo
       1729  6B9 00601A00 PsGetThreadSessionId
       1730  6BA 0011F500 PsGetThreadTeb
       1731  6BB 0010C450 PsGetThreadWin32Thread
       1732  6BC 00134800 PsGetVersion
       1733  6BD 00113BE0 PsGetWin32KFilterSet
       1734  6BE 005DD330 PsImpersonateClient
       1735  6BF 0053F2E0 PsInitialSystemProcess
       1736  6C0 00728470 PsInsertPermanentSiloContext
       1737  6C1 00884DD0 PsInsertSiloContext
       1738  6C2 00031560 PsIsCurrentThreadInServerSilo
       1739  6C3 00115900 PsIsCurrentThreadPrefetching
       1740  6C4 0018E680 PsIsDiskCountersEnabled
       1741  6C5 0002E9E0 PsIsHostSilo
       1742  6C6 008869E0 PsIsProcessBeingDebugged
       1743  6C7 00693960 PsIsProcessCommitRelinquished
       1744  6C8 00884E50 PsIsProcessInAppSilo
       1745  6C9 000D2030 PsIsProtectedProcess
       1746  6CA 000DBDB0 PsIsProtectedProcessLight
       1747  6CB 00088810 PsIsSystemProcess
       1748  6CC 00120610 PsIsSystemThread
       1749  6CD 006ECFB0 PsIsThreadImpersonating
       1750  6CE 00088DB0 PsIsThreadTerminating
       1751  6CF 00128C20 PsIsWin32KFilterAuditEnabled
       1752  6D0 00128C50 PsIsWin32KFilterAuditEnabledForProcess
       1753  6D1 0011E300 PsIsWin32KFilterEnabled
       1754  6D2 0011E330 PsIsWin32KFilterEnabledForProcess
       1755  6D3 0053F408 PsJobType
       1756  6D4 0003A5F0 PsLeavePriorityRegion
       1757  6D5 004174D0 PsLoadedModuleList
       1758  6D6 00417460 PsLoadedModuleResource
       1759  6D7 005DCA20 PsLookupProcessByProcessId
       1760  6D8 00679990 PsLookupProcessThreadByCid
       1761  6D9 005D6830 PsLookupThreadByThreadId
       1762  6DA 00884E80 PsMakeSiloContextPermanent
       1763  6DB 0053F7C8 PsPartitionType
       1764  6DC 0053F2D0 PsProcessType
       1765  6DD 00601BE0 PsQueryProcessAttributesByToken
       1766  6DE 00124F30 PsQueryProcessCommandLine
       1767  6DF 00886A20 PsQueryProcessExceptionFlags
       1768  6E0 00581420 PsQueryTotalCycleTimeProcess
       1769  6E1 005A4660 PsReferenceImpersonationToken
       1770  6E2 00696110 PsReferenceKernelStack
       1771  6E3 005CD850 PsReferencePrimaryToken
       1772  6E4 00639560 PsReferenceProcessFilePointer
       1773  6E5 00134100 PsReferenceSiloContext
       1774  6E6 0088A6C0 PsRegisterPicoProvider
       1775  6E7 0071ED00 PsRegisterSiloMonitor
       1776  6E8 00672B10 PsReleaseProcessExitSynchronization
       1777  6E9 00587CD0 PsReleaseProcessWakeCounter
       1778  6EA 002E48C0 PsReleaseSiloHardReference
       1779  6EB 0088AE50 PsRemoveCreateThreadNotifyRoutine
       1780  6EC 0088AF50 PsRemoveLoadImageNotifyRoutine
       1781  6ED 00884F20 PsRemoveSiloContext
       1782  6EE 00884F50 PsReplaceSiloContext
       1783  6EF 00598590 PsRestoreImpersonation
       1784  6F0 00670D80 PsResumeProcess
       1785  6F1 0011BD00 PsReturnPoolQuota
       1786  6F2 000788B0 PsReturnProcessNonPagedPoolQuota
       1787  6F3 00137C60 PsReturnProcessPagedPoolQuota
       1788  6F4 00887960 PsRevertThreadToSelf
       1789  6F5 00887990 PsRevertToSelf
       1790  6F6 0088A080 PsSetContextThread
       1791  6F7 0073E140 PsSetCreateProcessNotifyRoutine
       1792  6F8 0073DF00 PsSetCreateProcessNotifyRoutineEx
       1793  6F9 0073DF60 PsSetCreateProcessNotifyRoutineEx2
       1794  6FA 0073DF20 PsSetCreateThreadNotifyRoutine
       1795  6FB 0088B030 PsSetCreateThreadNotifyRoutineEx
       1796  6FC 0061C8B0 PsSetCurrentThreadPrefetching
       1797  6FD 002E4EA0 PsSetJobProperty
       1798  6FE 008895F0 PsSetLegoNotifyRoutine
       1799  6FF 0073DF40 PsSetLoadImageNotifyRoutine
       1800  700 0073E020 PsSetLoadImageNotifyRoutineEx
       1801  701 00690A20 PsSetProcessDxgProcess
       1802  702 006D4EA0 PsSetProcessFaultInformation
       1803  703 005EB3B0 PsSetProcessPriorityByClass
       1804  704 002E4F10 PsSetProcessPriorityClass
       1805  705 00886C20 PsSetProcessSecurityPort
       1806  706 0067B2D0 PsSetProcessWin32Process
       1807  707 00692B10 PsSetProcessWindowStation
       1808  708 0016B620 PsSetThreadHardErrorsAreDisabled
       1809  709 00115180 PsSetThreadProperty
       1810  70A 00682AE0 PsSetThreadWin32Thread
       1811  70B 0040B370 PsSiloContextNonPagedType
       1812  70C 0040B378 PsSiloContextPagedType
       1813  70D 00749950 PsStartSiloMonitor
       1814  70E 0088B330 PsSuspendProcess
       1815  70F 008850E0 PsTerminateServerSilo
       1816  710 0064F400 PsTerminateSystemThread
       1817  711 0053F2F8 PsThreadType
       1818  712 0096C6A0 PsUILanguageComitted
       1819  713 0088A0C0 PsUnregisterSiloMonitor
       1820  714 00137E30 PsUpdateComponentPower
       1821  715 0011E4D0 PsUpdateDiskCounters
       1822  716 005AB080 PsWow64GetProcessMachine
       1823  717 006C1F10 PsWow64IsMachineSupported
       1824  718 002E5D00 PsWrapApcWow64Thread
       1825  719 00675EA0 RtlAbsoluteToSelfRelativeSD
       1826  71A 00647870 RtlAddAccessAllowedAce
       1827  71B 00702BB0 RtlAddAccessAllowedAceEx
       1828  71C 00890C80 RtlAddAccessAllowedObjectAce
       1829  71D 00731650 RtlAddAccessDeniedAceEx
       1830  71E 00890CE0 RtlAddAccessDeniedObjectAce
       1831  71F 00890D40 RtlAddAccessFilterAce
       1832  720 0059BF50 RtlAddAce
       1833  721 005E4990 RtlAddAtomToAtomTable
       1834  722 000AC2E0 RtlAddAtomToAtomTableEx
       1835  723 00890F90 RtlAddAuditAccessAceEx
       1836  724 00890FE0 RtlAddAuditAccessObjectAce
       1837  725 0071DE00 RtlAddProcessTrustLabelAce
       1838  726 00734630 RtlAddRange
       1839  727 00891070 RtlAddResourceAttributeAce
       1840  728 0011B6F0 RtlAllocateHeap
       1841  729 00655950 RtlAnsiCharToUnicodeChar
       1842  72A 005F1260 RtlAnsiStringToUnicodeSize
       1843  72B 005F10E0 RtlAnsiStringToUnicodeString
       1844  72C 0088F170 RtlAppendAsciizToString
       1845  72D 00690740 RtlAppendStringToString
       1846  72E 0013A660 RtlAppendUnicodeStringToString
       1847  72F 00012AF0 RtlAppendUnicodeToString
       1848  730 0066DE30 RtlAreAllAccessesGranted
       1849  731 00695660 RtlAreAnyAccessesGranted
       1850  732 00136B40 RtlAreBitsClear
       1851  733 001135D0 RtlAreBitsClearEx
       1852  734 0011BDF0 RtlAreBitsSet
       1853  735 002E92D0 RtlAreBitsSetEx
       1854  736 002EAB00 RtlAssert
       1855  737 00006880 RtlAvlInsertNodeEx
       1856  738 00052790 RtlAvlRemoveNode
       1857  739 00891F00 RtlCapabilityCheck
       1858  73A 008922E0 RtlCapabilityCheckForSingleSessionSku
       1859  73B 001C00D0 RtlCaptureContext
       1860  73C 00019010 RtlCaptureStackBackTrace
       1861  73D 0071B4D0 RtlCharToInteger
       1862  73E 00130610 RtlCheckPortableOperatingSystem
       1863  73F 0068CBB0 RtlCheckRegistryKey
       1864  740 00894370 RtlCheckSystemBootStatusIntegrity
       1865  741 002E8D50 RtlCheckTokenCapability
       1866  742 000F4140 RtlCheckTokenMembership
       1867  743 000F4160 RtlCheckTokenMembershipEx
       1868  744 001369A0 RtlClearAllBits
       1869  745 000B5EF0 RtlClearAllBitsEx
       1870  746 0011EBC0 RtlClearBit
       1871  747 00120320 RtlClearBitEx
       1872  748 000D3420 RtlClearBits
       1873  749 000B91D0 RtlClearBitsEx
       1874  74A 00132EF0 RtlCmDecodeMemIoResource
       1875  74B 00182690 RtlCmEncodeMemIoResource
       1876  74C 001237B0 RtlCompareAltitudes
       1877  74D 001C07B0 RtlCompareMemory
       1878  74E 001C0830 RtlCompareMemoryUlong
       1879  74F 00631660 RtlCompareString
       1880  750 00617800 RtlCompareUnicodeString
       1881  751 006506D0 RtlCompareUnicodeStrings
       1882  752 00126510 RtlCompressBuffer
       1883  753 0088EC60 RtlCompressChunks
       1884  754 0015AE00 RtlComputeCrc32
       1885  755 0010F2E0 RtlContractHashTable
       1886  756 0064CFC0 RtlConvertSidToUnicodeString
       1887  757 00138390 RtlCopyBitMap
       1888  758 001159E0 RtlCopyBitMapEx
       1889  759 006F0BB0 RtlCopyLuid
       1890  75A 00892350 RtlCopyLuidAndAttributesArray
       1891  75B 001CA9C0 RtlCopyMemory
       1892  75C 001C0860 RtlCopyMemoryNonTemporal
       1893  75D 00734A30 RtlCopyRangeList
       1894  75E 00599A80 RtlCopySid
       1895  75F 005A70C0 RtlCopySidAndAttributesArray
       1896  760 002E7B20 RtlCopyString
       1897  761 00031120 RtlCopyUnicodeString
       1898  762 002EAFB0 RtlCrc32
       1899  763 0015C210 RtlCrc64
       1900  764 0059C080 RtlCreateAcl
       1901  765 00660930 RtlCreateAtomTable
       1902  766 0010DA70 RtlCreateAtomTableEx
       1903  767 00168BE0 RtlCreateHashTable
       1904  768 00168BC0 RtlCreateHashTableEx
       1905  769 006FEDB0 RtlCreateHeap
       1906  76A 00753FE0 RtlCreateRegistryKey
       1907  76B 006379A0 RtlCreateSecurityDescriptor
       1908  76C 006C93E0 RtlCreateSystemVolumeInformationFolder
       1909  76D 0064D320 RtlCreateUnicodeString
       1910  76E 0088EA80 RtlCreateUserThread
       1911  76F 00730740 RtlCultureNameToLCID
       1912  770 0088F4F0 RtlCustomCPToUnicodeN
       1913  771 002E7A60 RtlDecompressBuffer
       1914  772 000F90F0 RtlDecompressBufferEx
       1915  773 000F8F00 RtlDecompressBufferEx2
       1916  774 0088EDD0 RtlDecompressChunks
       1917  775 0088F020 RtlDecompressFragment
       1918  776 001306C0 RtlDecompressFragmentEx
       1919  777 000D4480 RtlDelete
       1920  778 00581790 RtlDeleteAce
       1921  779 00581AA0 RtlDeleteAtomFromAtomTable
       1922  77A 000D3D90 RtlDeleteElementGenericTable
       1923  77B 000D18C0 RtlDeleteElementGenericTableAvl
       1924  77C 00140180 RtlDeleteElementGenericTableAvlEx
       1925  77D 00125A00 RtlDeleteHashTable
       1926  77E 000D3980 RtlDeleteNoSplay
       1927  77F 00734C80 RtlDeleteOwnersRanges
       1928  780 00734BD0 RtlDeleteRange
       1929  781 00694F50 RtlDeleteRegistryValue
       1930  782 000F4450 RtlDeriveCapabilitySidsFromName
       1931  783 0088F0B0 RtlDescribeChunk
       1932  784 00581B90 RtlDestroyAtomTable
       1933  785 006F48E0 RtlDestroyHeap
       1934  786 0088E590 RtlDowncaseUnicodeChar
       1935  787 0066B6D0 RtlDowncaseUnicodeString
       1936  788 002E82A0 RtlDrainNonVolatileFlush
       1937  789 00697C30 RtlDuplicateUnicodeString
       1938  78A 00891C60 RtlEmptyAtomTable
       1939  78B 00129C10 RtlEndEnumerationHashTable
       1940  78C 00174E90 RtlEndStrongEnumerationHashTable
       1941  78D 002EAF50 RtlEndWeakEnumerationHashTable
       1942  78E 000DDEC0 RtlEnumerateEntryHashTable
       1943  78F 00176940 RtlEnumerateGenericTable
       1944  790 0012E8C0 RtlEnumerateGenericTableAvl
       1945  791 000D14A0 RtlEnumerateGenericTableLikeADirectory
       1946  792 0012E940 RtlEnumerateGenericTableWithoutSplaying
       1947  793 000D15C0 RtlEnumerateGenericTableWithoutSplayingAvl
       1948  794 00892380 RtlEqualLuid
       1949  795 00025B00 RtlEqualSid
       1950  796 000DC510 RtlEqualString
       1951  797 005A4340 RtlEqualUnicodeString
       1952  798 00894CB0 RtlEqualWnfChangeStamps
       1953  799 002EE420 RtlEthernetAddressToStringA
       1954  79A 002EE670 RtlEthernetAddressToStringW
       1955  79B 002EE6E0 RtlEthernetStringToAddressA
       1956  79C 002EF0D0 RtlEthernetStringToAddressW
       1957  79D 00124C00 RtlExpandHashTable
       1958  79E 00894CC0 RtlExtendCorrelationVector
       1959  79F 002E9390 RtlExtractBitMap
       1960  7A0 002E9530 RtlExtractBitMapEx
       1961  7A1 002EF2B0 RtlFillMemory
       1962  7A2 0009CBE0 RtlFindAceByType
       1963  7A3 00007CB0 RtlFindClearBits
       1964  7A4 000DD9E0 RtlFindClearBitsAndSet
       1965  7A5 000A9160 RtlFindClearBitsAndSetEx
       1966  7A6 002E96F0 RtlFindClearBitsEx
       1967  7A7 0013C270 RtlFindClearRuns
       1968  7A8 002EAEA0 RtlFindClosestEncodableLength
       1969  7A9 00630E40 RtlFindExportedRoutineByName
       1970  7AA 002E99F0 RtlFindFirstRunClear
       1971  7AB 00121E10 RtlFindLastBackwardRunClear
       1972  7AC 00126090 RtlFindLeastSignificantBit
       1973  7AD 002E9A10 RtlFindLongestRunClear
       1974  7AE 005E4C60 RtlFindMessage
       1975  7AF 0011DF60 RtlFindMostSignificantBit
       1976  7B0 0008BD30 RtlFindNextForwardRunClear
       1977  7B1 0008E9A0 RtlFindNextForwardRunClearCapped
       1978  7B2 002E9CB0 RtlFindNextForwardRunClearEx
       1979  7B3 00730D30 RtlFindRange
       1980  7B4 000D8200 RtlFindSetBits
       1981  7B5 002E9CD0 RtlFindSetBitsAndClear
       1982  7B6 000B9690 RtlFindSetBitsAndClearEx
       1983  7B7 000A64A0 RtlFindSetBitsEx
       1984  7B8 0066B250 RtlFindUnicodePrefix
       1985  7B9 006A9C80 RtlFindUnicodeSubstring
       1986  7BA 005D7540 RtlFirstFreeAce
       1987  7BB 002E82D0 RtlFlushNonVolatileMemory
       1988  7BC 002EF360 RtlFlushNonVolatileMemoryRanges
       1989  7BD 0064CEB0 RtlFormatCurrentUserKeyPath
       1990  7BE 0088F980 RtlFormatMessage
       1991  7BF 005AFC30 RtlFreeAnsiString
       1992  7C0 0011B620 RtlFreeHeap
       1993  7C1 002EF3F0 RtlFreeNonVolatileToken
       1994  7C2 00703480 RtlFreeOemString
       1995  7C3 00734D60 RtlFreeRangeList
       1996  7C4 005AFC30 RtlFreeUnicodeString
       1997  7C5 00601100 RtlGUIDFromString
       1998  7C6 006665C0 RtlGenerate8dot3Name
       1999  7C7 0072D6D0 RtlGenerateClass5Guid
       2000  7C8 00012830 RtlGetAce
       2001  7C9 000D04A0 RtlGetActiveConsoleId
       2002  7CA 002E9070 RtlGetAppContainerNamedObjectPath
       2003  7CB 008923A0 RtlGetAppContainerParent
       2004  7CC 00646E40 RtlGetAppContainerSidType
       2005  7CD 002EAC30 RtlGetCallersAddress
       2006  7CE 000F9170 RtlGetCompressionWorkSpaceSize
       2007  7CF 0088EB10 RtlGetConsoleSessionForegroundProcessId
       2008  7D0 0067E630 RtlGetControlSecurityDescriptor
       2009  7D1 0016B190 RtlGetCurrentServiceSessionId
       2010  7D2 000DBFD0 RtlGetDaclSecurityDescriptor
       2011  7D3 006CED40 RtlGetDefaultCodePage
       2012  7D4 00121A60 RtlGetElementGenericTable
       2013  7D5 002EE300 RtlGetElementGenericTableAvl
       2014  7D6 002EF4E0 RtlGetEnabledExtendedAndSupervisorFeatures
       2015  7D7 00176650 RtlGetEnabledExtendedFeatures
       2016  7D8 007310C0 RtlGetFirstRange
       2017  7D9 00691920 RtlGetGroupSecurityDescriptor
       2018  7DA 005A8E60 RtlGetIntegerAtom
       2019  7DB 00731110 RtlGetLastRange
       2020  7DC 00113C00 RtlGetNextEntryHashTable
       2021  7DD 00731010 RtlGetNextRange
       2022  7DE 002EF410 RtlGetNonVolatileToken
       2023  7DF 00893EE0 RtlGetNtGlobalFlags
       2024  7E0 00125990 RtlGetNtProductType
       2025  7E1 006C2470 RtlGetNtSystemRoot
       2026  7E2 00678030 RtlGetOwnerSecurityDescriptor
       2027  7E3 006A2EC0 RtlGetPersistedStateLocation
       2028  7E4 00180F90 RtlGetProductInfo
       2029  7E5 0062E420 RtlGetSaclSecurityDescriptor
       2030  7E6 00892470 RtlGetSessionProperties
       2031  7E7 0070C660 RtlGetSetBootStatusData
       2032  7E8 0067AB80 RtlGetSuiteMask
       2033  7E9 00756C30 RtlGetSystemBootStatus
       2034  7EA 007548B0 RtlGetSystemBootStatusEx
       2035  7EB 00131380 RtlGetThreadLangIdByIndex
       2036  7EC 008924D0 RtlGetTokenNamedObjectPath
       2037  7ED 0067AAC0 RtlGetVersion
       2038  7EE 005FF740 RtlHashUnicodeString
       2039  7EF 00895270 RtlIdnToAscii
       2040  7F0 008952A0 RtlIdnToNameprepUnicode
       2041  7F1 008952D0 RtlIdnToUnicode
       2042  7F2 000DC380 RtlImageDirectoryEntryToData
       2043  7F3 00019810 RtlImageNtHeader
       2044  7F4 0001B500 RtlImageNtHeaderEx
       2045  7F5 00894D10 RtlIncrementCorrelationVector
       2046  7F6 00137BE0 RtlInitAnsiString
       2047  7F7 00182BB0 RtlInitAnsiStringEx
       2048  7F8 00750900 RtlInitCodePageTable
       2049  7F9 000DEAA0 RtlInitEnumerationHashTable
       2050  7FA 00125B20 RtlInitString
       2051  7FB 002E7B60 RtlInitStringEx
       2052  7FC 00168290 RtlInitStrongEnumerationHashTable
       2053  7FD 000313D0 RtlInitUnicodeString
       2054  7FE 00012BA0 RtlInitUnicodeStringEx
       2055  7FF 002EAF70 RtlInitWeakEnumerationHashTable
       2056  800 0011EB50 RtlInitializeBitMap
       2057  801 00191000 RtlInitializeBitMapEx
       2058  802 00894DF0 RtlInitializeCorrelationVector
       2059  803 0012DD00 RtlInitializeGenericTable
       2060  804 000D1440 RtlInitializeGenericTableAvl
       2061  805 00735360 RtlInitializeRangeList
       2062  806 00647960 RtlInitializeSid
       2063  807 002E9270 RtlInitializeSidEx
       2064  808 00756050 RtlInitializeUnicodePrefix
       2065  809 000D3F10 RtlInsertElementGenericTable
       2066  80A 000D1B20 RtlInsertElementGenericTableAvl
       2067  80B 000D3F80 RtlInsertElementGenericTableFull
       2068  80C 000D1B90 RtlInsertElementGenericTableFullAvl
       2069  80D 000DE0C0 RtlInsertEntryHashTable
       2070  80E 0066B0F0 RtlInsertUnicodePrefix
       2071  80F 005F1040 RtlInt64ToUnicodeString
       2072  810 005F1480 RtlIntegerToChar
       2073  811 0064D190 RtlIntegerToUnicode
       2074  812 005F13F0 RtlIntegerToUnicodeString
       2075  813 002EA070 RtlInterlockedClearBitRun
       2076  814 002EA130 RtlInterlockedSetBitRun
       2077  815 000F49C0 RtlInterlockedSetClearRun
       2078  816 002EA1F0 RtlIntersectBitMaps
       2079  817 00116E30 RtlIntersectBitMapsEx
       2080  818 007342E0 RtlInvertRangeList
       2081  819 007344F0 RtlInvertRangeListEx
       2082  81A 00185140 RtlIoDecodeMemIoResource
       2083  81B 0018B4F0 RtlIoEncodeMemIoResource
       2084  81C 00165240 RtlIpv4AddressToStringA
       2085  81D 002EE490 RtlIpv4AddressToStringExA
       2086  81E 0016B7E0 RtlIpv4AddressToStringExW
       2087  81F 001351A0 RtlIpv4AddressToStringW
       2088  820 00164FB0 RtlIpv4StringToAddressA
       2089  821 002EE820 RtlIpv4StringToAddressExA
       2090  822 0012C840 RtlIpv4StringToAddressExW
       2091  823 0012C8B0 RtlIpv4StringToAddressW
       2092  824 0013DB60 RtlIpv6AddressToStringA
       2093  825 002EE550 RtlIpv6AddressToStringExA
       2094  826 0016A570 RtlIpv6AddressToStringExW
       2095  827 0016A650 RtlIpv6AddressToStringW
       2096  828 002EEA00 RtlIpv6StringToAddressA
       2097  829 002EEE20 RtlIpv6StringToAddressExA
       2098  82A 0012AB00 RtlIpv6StringToAddressExW
       2099  82B 0012AB90 RtlIpv6StringToAddressW
       2100  82C 002EFE40 RtlIsCloudFilesPlaceholder
